id,country_of_museum,Museum,type,date start,date end,year start,year finish,region,country,Name,subject,subject_esp,description,description_esp,co-org,sponsor,url,objects_type,object_material,object_purpose,online/offline, admission fee
46,ESP,MNA,exhibition,17 Jan 2023,21 May 2023,2023,2023,"Latin Ameica, Africa","Brasil, Colombia","Vitrina de Antropología (In)visible: ""Personas negras esclavizadas y afrodescendientes en Abya Yala""","""Enslaved black people and people of African descent in Abya Yala""","""Personas negras esclavizadas y afrodescendientes en Abya Yala""","Between the sixteenth and nineteenth centuries, some 12 million people were forcibly displaced from their home in Africa to work as slave labor in America, or Abya Yala, the name the Guna people give to the continent. Almost 20% of them died on the way, and those who survived faced very harsh living conditions, deprived of liberty and treated as a possession in the Spanish, Portuguese, English, French and Dutch colonies.

There were not a few uprisings of people subjected to this deprivation of rights. The first one in 1522 on the island of Hispaniola (Dominican Republic and Haiti). Many enslaved people managed to flee. Known as cimarrones, some came to create communities far from the colonial power, called quilombos and palenques, where they could be free and helped other enslaved people, such as the Quilombo dos Palmares in Brazil (1580-1710) or San Basilio de Palenque in Colombia. The latter persists today, as well as its culture and its language, Palenquero. Other forms of resistance to slavery were music, dance or religion. Thus, African-American religions emerged, in which African, indigenous and Christian elements merged, such as Santeria, candomblé or voodoo.","Entre los siglos XVI y XIX, unos 12 millones de personas fueron desplazadas forzosamente desde su hogar en África para trabajar como mano de obra esclava en América, o Abya Yala, el nombre que el pueblo guna da al continente. Casi un 20% de ellas fallecieron en el trayecto, y las que sobrevivieron, se enfrentaron a unas condiciones de vida durísimas, privadas de libertad y tratadas como una posesión en las colonias españolas, portuguesas, inglesas, francesas y holandesas.

No fueron pocas las sublevaciones de las personas sometidas a esta privación de derechos. La primera en 1522 en la isla de la Española (República Dominicana y Haití). Muchas personas esclavizadas consiguieron huir. Conocidas como cimarrones, algunas llegaron a crear comunidades alejadas del poder colonial, llamadas quilombos y palenques, en las que podían ser libres y ayudaban a otras personas esclavizadas, como el Quilombo dos Palmares en Brasil (1580-1710) o San Basilio de Palenque en Colombia. Esta última persiste en la actualidad, así como su cultura y su lengua, el palenquero. Otras formas de resistencia a la esclavitud fueron la música, la danza o la religión. Surgieron así religiones afroamericanas, en las que se fundían elementos africanos, indígenas y cristianos, como la santería, el candomblé o el vudú.",,"Portal de la transparencia, portal España es Cultura, Bono cultural",https://www.culturaydeporte.gob.es/mnantropologia/actividades/agenda/2023/antrop-invisible2023/enero-mayo.html,"visual art, media, textiles","paper, paints, graphite","practical, artistic expression, communication",offline,ИСТИНА
47,ESP,MNA,exhibition,11 Mar 2023,22 Apr 2023,2023,2023,South America,Ecuador,Taller: ¡Nos vamos de fiesta al territorio kichwa!,,,"We are starting a new cycle of visits-workshop for families! On this occasion, we focus our attention on the different ways of celebrating the main cultures represented in our museum, and we do them in the strictest sense, traveling to the Andean mountain range and immersing ourselves fully in the most attractive ways of life and festivities of the Ecuadorian Kichwa people. During the visit, you will be able to discover the importance that animals such as the llama or the legendary condor have for these people and how celebrations of Inca origin merge every year with others of European influence. Already in the workshop we will get down to work to create a colorful drum inspired by those used during these holidays. Are you going to miss it?","¡Damos comienzo a un nuevo ciclo de visitas-taller para familias! En esta ocasión, centramos nuestra atención en las diferentes formas de celebración de las principales culturas representadas en nuestro museo, y los hacemos por todo lo alto en el más estricto sentido, viajando a la cordillera andina y sumergiéndonos de lleno en las forma de vida y festividades más atrayentes del pueblo ecuatoriano kichwa. Durante la visita, podréis descubrir la importancia que animales como la llama o el legendario cóndor tienen para estas gentes y cómo celebraciones de origen inca se funden cada año con otras de influencia europea. Ya en el taller nos pondremos manos a la obra para crear un colorido tambor inspirado en los utilizados durante estas fiestas. ¿Os lo vais a perder?",,"Portal de la transparencia, portal España es Cultura, Bono cultural",https://www.culturaydeporte.gob.es/mnantropologia/actividades/agenda/2023/talleres2023/fiesta-kichwa.html,"visual art, ritual objects","paper, plumage, paints, leather, wood","artistic expression, spiritual",online,ЛОЖЬ
49,ESP,MNA,exhibition,2020,4 Jul 2021,2020,2021,Latin America ,Columbia,"UN PASEO POR ABYA YALA: La colección americana, con otra mirada","We propose you to tour with us Abya Yala, the name given by the Guna people to the American continent, and that many of its inhabitants prefer to use instead of the European term “America”, since it is a proper name.","Te proponemos recorrer con nosotros Abya Yala, nombre que da el pueblo guna al continente americano, y que muchos de sus pobladores prefieren utilizar en sustitución del término europeo “América”, ya que se trata de un nombre propio.","As a starting point for this journey, we offer you a selection thanks to which you can get to know the American continent from north to south, from the Arctic and the Great Plains to the Amazon, among other regions. We are also going to take the opportunity to give this collection a different and alternative approach to the one that the permanent exhibition of the museum usually shows you... Do you sign up for this interesting trip?","Como punto de partida de esta andadura, te ofrecemos una selección gracias a la que podrás conocer de norte a sur el continente americano, desde el Ártico y las Grandes Llanuras hasta la Amazonía, entre otras regiones. También vamos a aprovechar para dar a esta colección un enfoque diferente y alternativo al que habitualmente os muestra la exposición permanente del museo… ¿Os apuntáis a este interesante viaje?",,"Portal de la transparencia, portal España es Cultura, Bono cultural",https://www.culturaydeporte.gob.es/mnantropologia/actividades/exposiciones-temporales/historico/2020/invisibleabyayala.html,textiles,textile,clothing,online,ИСТИНА
50,ESP,MNA,exhibition,Feb,Feb,2023,N/A,Latin America ,Brasil,"Un mes un descubrimiento: ""Las estrellas del MNA""",February: Plumaria,Febrero: Plumaria,"The art of plumaria is one of the most characteristic and recognizable manifestations of the culture of some of the societies of the Amazon. In the month of February, we will talk about these beautiful creations that not only stand out for their striking aesthetics, but for being closely related to the mythical world and its worldview. The plumaria ornaments that we keep in our museum, allow us to get to know some of these peoples of the Amazon a little better.","El arte de la plumaria es una de las manifestaciones más características y reconocibles de la cultura de algunas de las sociedades de la Amazonía. En el mes de febrero, hablaremos de estas bellas creaciones que no solo destacan por su llamativa estética, sino por estar estrechamente relacionadas con el mundo mítico y con su cosmovisión. Los adornos de plumaria que conservamos en nuestro museo, nos permiten conocer un poco mejor a algunos de estos pueblos de la Amazonía.",,"Portal de la transparencia, portal España es Cultura, Bono cultural",https://www.culturaydeporte.gob.es/mnantropologia/actividades/agenda/2023/1mes1descubrimiento2023.html,ritual objects,"plumage, wood, stone","clothing, spiritual",offline,ЛОЖЬ
51,ESP,MDA,exhibition,N/A,N/A,N/A,N/A,Latin America ,Latin America ,El conocimiento de América,"Starting from the myths that have existed about America, this first area of the tour explains how the real knowledge of the continent and its inhabitants was reached through chroniclers, discovery and scientific expeditions, science cabinets and cartography.","Partiendo de los mitos que sobre América ha habido, esta primera área del recorrido explica cómo se llegó al conocimiento real del continente y sus habitantes a través de los cronistas, las expediciones de descubrimiento y científicas, los gabinetes de ciencias y la cartografía.","The first observations about the American world were disseminated from the publication in 1493 of the descriptions made by Christopher Columbus on his return from his first voyage. With them opens the long series of written testimonies, dedicated to detailing the cultural and geographical characteristics of the continent. The data collected by navigators, religious, military, officials or scientists constitute the main source of knowledge of the American past that is available.","Las primeras observaciones sobre el mundo americano fueron difundidas a partir de la publicación en 1493 de las descripciones realizadas por Cristóbal Colón al regreso de su primer viaje. Con ellas se abre la larga serie de testimonios escritos, dedicados a pormenorizar las caracteríasticas culturales y geográficas del continente. Los datos reunidos por los navegantes, religiosos, militares, funcionarios o científicos constituyen la principal fuente de conocimiento del pasado americano de que se dispone.",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exposicion-permanente/conocimiento.html,texts,"paper, graphite, paints","practical, communication",offline,ЛОЖЬ
52,ESP,MDA,exhibition,N/A,N/A,N/A,permanent,Latin America ,Latin America ,La realidad de América,Travel across the continent of America,Viaje por el continente americano,"The Reality of America explains how this continent is materialized in a model and a large screen on which its landscapes are projected; it tells how it was populated until it reached the current mixture of races and how its main cultures developed, chronologically exposed by large cultural areas.

This Reality of America is shown below through a journey based on the successive settlement of the continent and the cultural development from Pole to Pole, illustrating an important part of the numerous cultures that followed each other over thousands of years.","La realidad de América explica cómo es este continente materializado en una maqueta y una gran pantalla en la que se proyectan sus paisajes; narra cómo se pobló hasta llegar a la actual mezcla de razas y cómo se desarrollaron sus principales culturas, expuestas cronológicamente por grandes áreas culturales.

Esa Realidad de América se muestra a continuación a través de un recorrido basado en el sucesivo poblamiento del continente y el desarrollo cultural de Polo a Polo, ilustrando una parte importante de las numerosas culturas que se sucedieron a lo largo de miles de años.",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exposicion-permanente/realidad.html,"archeological pieces, national crafts, visual art, textiles","clay, wood, stone, paper, paints, leather","practical, spiritual",online/offline,ИСТИНА
53,ESP,MDA,exhibition,N/A,N/A,N/A,permanent,Latin America ,Latin America ,La sociedad,"This area begins with an introduction of the life cycle in American cultures and continues with the different types of societies that have always coexisted in America until almost the present day. From tribal societies to complex societies, we try to show everyday life through their homes, their economy, their structuring into social classes and their hierarchies and symbols of power.","Este área comienza con una introducción del ciclo vital en las culturas americanas y continúa con los distintos tipos de sociedades que hasta casi nuestros días han coexistido siempre en América. Desde las sociedades tribales a las sociedades complejas se intenta mostrar la vida cotidiana a través de sus viviendas, su economía, su estructuración en clases sociales y sus jerarquías y símbolos de poder.","The inhabitants of the American world grouped together forming societies that allowed them to face the survival needs, in which they came to reach a great complexity. This organization into bands, tribes, chiefdoms and states is described through the objects related to the economy and the social, political and religious models on which they were based.","Los habitantes del mundo americano se agruparon formando sociedades que les permitieran afrontar las necesidades de supervivencia, en las que llegaron a alcanzar una gran complejidad. Esta organización en bandas, tribus, jefaturas y estados se describe a través de los objetos relacionados con la economía y los modelos sociales, políticos y religiosos sobre los que se apoyaban.
",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exposicion-permanente/sociedad.html,"archeological pieces, national crafts, visual art, textiles","textile, plumage, wood, clay, stone, paper, paints, metals, leather","practical, spiritual",online/offline,ИСТИНА
54,ESP,MDA,exhibition,N/A,N/A,N/A,N/A,Latin America ,Latin America ,La religión,"The Religion area shows the main indigenous divinities, myths and sacred spaces of the different American societies. In these rooms you can learn about funeral rites, fertility rites, etc., and the sacred objects associated with them. In addition, this area deals with the rituals and religious concepts that were introduced to America after the arrival of Europeans.","El área La religión muestra las principales divinidades indígenas, los mitos y los espacios sagrados de las distintas sociedades americanas. En estas salas de pueden conocer los ritos funerarios, los de fertilidad, etc., y los objetos sagrados asociados a los mismos. Además, en este área se tratan los rituales y conceptos religiosos que fueron introducidos a América tras la llegada de los europeos.","All these societies established their own formulas of relationship with the supernatural. For this reason, the area dedicated to religion offers the possibility of knowing different ways of establishing a dialogue with the sacred through objects that were used as offerings or that were part of various rituals.","Todas estas sociedades establecieron sus propias fórmulas de relación con lo sobrenatural. Por esta razón, el área dedicada a la religión ofrece la posibilidad de conocer diferentes formas de establecer un diálogo con lo sagrado a través de los objetos que fueron usados como ofrendas o que formaron parte de diversos rituales.
",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exposicion-permanente/religion.html,"ritual objects, sculpture, textile","gold, wood, leather, plumage, stone",spiritual,online/offline,ИСТИНА
55,ESP,MDA,exhibition,N/A,N/A,N/A,N/A,Latin America,Latin America ,La comunicación,"The Communication area shows the primitive pictographs and the origin of written communication in America, the writing of its high cultures expressed through the Trocortesian Codex and the Tudela Codex.","En el área La comunicación se muestran las pictografías primitivas y el origen de la comunicación escrita en América, la escritura de sus altas culturas expresados a través del Códice Trocortesiano y del Códice Tudela.","The visit closes with a room that includes pieces that allow you to get closer to communication systems made from color, pictorial signs, glyphic writing, syllabic writing, music and dance and iconographic symbols. The spoken language is represented by a double audiovisual in which different personalities of Ibero-American literature comment on the role of Spanish, and a group of members of indigenous communities narrate fragments related to their creation myths in their languages.","La visita se cierra con una sala en la que se incluyen piezas que permiten acercarse a los sistemas de comunicación elaborados a partir del color, los signos pictóricos, la escritura glífica, la escritura silábica, la música y la danza y los símbolos iconográficos. El lenguaje hablado está representado por un audiovisual doble en el que diferentes personalidades de la literatura iberoamericana comentan el papel del castellano, y un grupo de miembros de las comunidades indígenas narran en sus lenguas fragmentos relacionados con sus mitos de creación.
",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exposicion-permanente/comunicacion.html,"visual art, armour, national crafts","clay, wood, stone, paper, paints, leather","artistic expression, practical",online/offline,ИСТИНА
56,ESP,MDA,exhibition,8 Oct,22 Oct,N/A,N/A,Latin America,Cuba,LA HABANA EN EL SIGLO XIX. ESTAMPAS DE UNA ÉPOCA,"On the occasion of the 500th anniversary of the founding of the city of Havana (November 16, 1519) at the Museum of America we joined the commemorative events of the anniversary by organizing an exhibition entitled “Havana in the nineteenth century: Prints of an era”.",Con motivo del 500 aniversario de la fundación de la ciudad de La Habana (el 16 de noviembre de 1519) en el Museo de América nos unimos a los actos conmemorativos de la efeméride organizando una exposición titulada “La Habana en el siglo XIX: Estampas de una época”.,"The exhibition aims to make a graphic journey through the history of Havana, stopping with special interest in the nineteenth century. About twenty lithographic prints from the museum's own collections will serve as the guiding thread of an exhibition that will be completed with maps, books and brochures preserved in the museum library.","La exposición tiene como objetivo hacer un recorrido gráfico por la historia de La Habana, deteniéndonos con especial interés en el siglo XIX. Una veintena de estampas litográficas procedentes de los fondos del propio museo servirán como hilo conductor de una muestra que se completará con mapas, libros y folletos conservados en la biblioteca del museo.",,,https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/la-habana-siglo-xix.html,"visual art, texts","paper, graphite, paints, leather",communication,offline,ИСТИНА
57,ESP,MDA,exhibition,8 Mar 2019 ,7 Jul 2019,2019,2019,Latin America,Ecuador,La Carga. La mujer del Valle del Chota en diálogo con el museo,"La Carga, The woman of the Chota Valley, her efforts and hopes, is a sculptural work by the artist Alice Trepp that collects the image and testimony of women who work in the markets of cities larger than their modest villages of origin, located in the Chota Valley in Ecuador. The Burden has a double meaning, the weight of work and the emotional conditions of those women.","La Carga, La mujer del Valle del Chota, sus esfuerzos y esperanzas, es una obra escultórica de la artista Alice Trepp que recoge la imagen y testimonio de mujeres que trabajan en los mercados de ciudades más grandes que sus modestos pueblos de origen, ubicados en el Valle del Chota en Ecuador. La Carga tiene un doble sentido, el peso del trabajo y las condiciones emocionales de aquellas mujeres.","Some life stories are told in this exhibition, where the sculptor, little by little, has become a chronicler of women who, by dint of perseverance, stoically cope with everyday life.

This selection of works can be enjoyed in the facilities of the Museum of America, thanks to the sponsorship of the National Museum of Ecuador, MUNA, with which an interesting work exchange project is maintained that enriches audiences on both shores of the ocean.","Algunas historias de vida se cuentan en esta muestra, donde la escultora, poco a poco, se ha convertido en cronista de unas mujeres que, a fuerza de constancia, sobrellevan estoicamente la vida cotidiana.

Esta selección de obras se puede disfrutar en las instalaciones del Museo de América, gracias al auspicio del Museo Nacional del Ecuador, MUNA, con el que se mantiene un interesante proyecto de intercambio de obra que enriquece a los públicos de ambas orillas del océano.",,"Museo Nacional del Ecuador, MUNA, EllasCrean",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/la-carga.html,"visual art, sculpture","clay, stone, paints, paper","communication, artistic expression, spiritual",offline,ИСТИНА
58,ESP,MDA,exhibition,18 May 2018,23 Sep 2018,2018,2018,Latin America,Peru,Entre aves y dioses. Una joya chimú del Metropolitan Museum,"The Museum of America opens a new temporary exhibition in which it presents, as a unique piece, a work from the Metropolitan Museum of Art in New York, an extraordinary silver vessel from the Chimú culture (northern Peru, 1000-1470 A.D.).","El Museo de América inaugura una nueva exposición temporal en la que presenta, como pieza única, una obra del Metropolitan Museum of Art de Nueva York, una extraordinaria vasija de plata de la cultura Chimú (norte del Perú, 1000-1470 d.C.).","The Chimú culture is the direct heir of previous or neighboring traditions, such as the Moche or the Lambayeque/Sicán culture. For five centuries, they expanded creating an extensive empire, the kingdom of Chimor, with capital in the great city of Chan Chan.

In relation to material culture, they stood out for a characteristic black ceramic with a shiny surface, an extraordinarily elaborate textile craftsmanship and the work of gold and silver for the elaboration of ornaments and ceremonial objects.","La cultura Chimú es heredera directa de tradiciones previas o vecinas, como la Moche o la cultura Lambayeque/Sicán. Durante cinco siglos, se expandieron creando un extenso imperio, el reino de Chimor, con capital en la gran ciudad de Chan Chan.

En relación con la cultura material, destacaron por una cerámica característica, de color negro y superficie brillante, una artesanía textil extraordinariamente elaborada y el trabajo del oro y la plata para la elaboración de adornos y objetos ceremoniales.",,Metropolitan Museum of Art de Nueva York,https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/entre-aves-y-dioses.html,"ceramics, sculpture","clay, metals","spiritual, practical",offline,N/A
59,ESP,MDA,exhibition,28 Oct 2016,12 Feb 2017,2016,2017,Latin America,Latin America,"Así me siento. Posturas, objetos y significados del descanso en América","Men or women, to rest, greet or pray, have different ways of arranging the body to sit or use specific furniture.","Hombres o mujeres, para descansar, saludar o rezar, tienen formas diferentes de disponer el cuerpo para sentarse o usar un mobiliario específico.
","Communication is an essential part of human coexistence, and this is not only verbal or graphic; implicit bodily communication is also carried out, through gestures and postures. All these gestures, from the greeting to the way of eating, are learned within the bosom of the culture to which he belongs. Among them, of course, the way of sitting.

Sitting is therefore a way of showing who one is. The way one feels and the context in which one does it, also conditions the production of a specific furniture, adapted to it.","La comunicación es una parte esencial de la convivencia del ser humano, y esta no es solo verbal o gráfica; también se realiza una comunicación corporal implícita, a través de gestos y posturas. Todos esos gestos, desde el saludo hasta la forma de comer, son aprendidos dentro del seno de la cultura a la que pertenece. Entre ellos, por supuesto, la forma de sentarse.

Sentarse es por tanto una forma de evidenciar quién es uno. La manera en que uno se sienta y el contexto en que lo hace, también condiciona la producción de un mobiliario específico, adaptado a la misma.","Subdirección General de Museos Estatales, Javier Utrilla, Jesús Javier Muñoz, Jairo Santamaría, Samuel Cordero, Pablo Serrano, Mª del Carmen García, Mehdi En Nebigui","Pilar Rey, María Soler, Lucía Sánchez",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/as--me-siento.html,"visual art, sculture","paper, clay, limestone","communication, artistic expression, spiritual",offline,N/A
60,ESP,MDA,exhibition,17 Dec 2015,24 Apr 2016,2015,2016,Pacific ocean,Pacific ocean,Pacífico. España y la aventura de la Mar del Sur,"Traveling exhibition focused on the discovery and exploration of the Pacific Ocean, which was first hosted by the General Archive of the Indies and is enriched, on this occasion, with pre-Columbian, colonial and ethnographic pieces from the collections of the Museum of America.","Muestra itinerante centrada en el descubrimiento y la exploración del Océano Pacífico, que tuvo como primera sede el Archivo General de Indias y que se enriquece, en esta ocasión, con piezas precolombinas, coloniales y etnográficas de las colecciones del Museo de América.","The exhibition seeks to disseminate the very rich documentary heritage about the Pacific Ocean that is preserved in the Spanish archives. Documents and pieces from public and private collections, didactic resources, scenographies and audiovisuals make up this exhibition that invites the visitor to an extraordinary journey through the transformation of that ocean unknown to man into a way of communication for peoples.","La exposición busca difundir el riquísimo patrimonio documental que sobre el Océano Pacífico se conserva en los archivos españoles. Documentos y piezas procedentes de colecciones públicas y privadas, recursos didácticos, escenografías y audiovisuales conforman esta muestra que invita al visitante a un viaje extraordinario por la transformación de aquel océano desconocido para el hombre en una vía de comunicación para los pueblos.
","el Ministerio de Educación, Cultura y Deporte, Acción Cultural Española",,https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/pac-fico--espa-a-y-la-aventura-de-la-mar-del-sur.html,"visual art, media","paper, paints",communication,offline,N/A
61,ESP,MDA,exhibition,30 Apr 2015,30 Oct 2015,2015,2015,Latin America,"Mexico, Guatemala",Tejiendo identidades: Símbolos y tradición en la indumentaria Maya,"Weaving, one of the most important signs of identity of Mayan society, becomes the protagonist of the new temporary exhibition of the Museum of America.

This tradition has been able to be kept alive from pre-Hispanic times to the present day, thanks to the transmission of knowledge from generation to generation.","El tejido, una de las señas de identidad más importantes de la sociedad Maya, se convierte en protagonista de la nueva exposición temporal del Museo de América.

Esta tradición ha podido mantenerse viva desde la época prehispánica hasta nuestros días, gracias a la transmisión de conocimientos de generación en generación.","The exhibition, which aims to show a part of the numerous collection of Mayan costumes of the Museum of America, consists of several sections: the characteristics of the main garments of women's and men's clothing; the most used textile materials and techniques; the main decorative designs and a wide sample of contemporary costumes from different Mayan localities of Mexico and Guatemala.","La exposición, que pretende mostrar una parte de la numerosa colección de trajes mayas del Museo de América, consta de varias secciones: las características de las principales prendas de la indumentaria femenina y masculina; las materias y técnicas textiles más empleadas; los principales diseños decorativos y una amplia muestra de trajes contemporáneos de distintas localidades mayas de México y Guatemala.
","el Ministerio de Educación, Cultura y Deporte, Museo IXCHEL del traje indigena, Centenario direccion general bellas artes",,https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/tejiendo-identidades.html,"textiles, visual art","textile, paper","clothing, communication",offline,N/A
62,ESP,MDA,exhibition,24 Mar 2015,31 May 2015,2015,2015,Latin America,Latin America,Sonidos rituales. Entre el poder de los dioses y el de los hombres,"By the hand of Dr. Mónica Gudemos, specialist in archaeomusicology, the use of some objects related to Andean musicality is revealed in a temporary exhibition","De la mano de la Dra. Mónica Gudemos, especialista en arqueomusicología, se da a conocer el uso de algunos objetos relacionados con la musicalidad andina en una exposición temporal","To deepen this topic, Dr. Gudemos will teach a specialized course, showing the discipline of archaeomusicology, and as a complement, you can also listen to the sound of these Andean instruments in the museum environment by downloading a specific application that allows us to simultaneously enjoy several of our senses. You can download the application here.","Para profundizar en este tema, la Dra. Gudemos dictará un curso especializado, mostrando la disciplina de la arqueomusicología, y como complemento, también se podrá escuchar el sonido de estos instrumentos andinos en el entorno del museo mediante la descarga de una aplicación específica que nos permite disfrutar simultáneamente de varios de nuestros sentidos. Puede descargar la aplicación aquí.",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/sonidos-rituales--entre-el-poder-de-los-dioses-y-el-de-los-hombres.html,"sculpture, musical artefacts","clay, wood","spiritual, artistic expression",offline,N/A
63,ESP,MDA,exhibition,17 Feb,12 Apr,N/A,N/A,Latin America,Peru,PARACAS. VIENTO DEL DESIERTO.,"The funerary mantles of the Paracas culture are an extraordinary support for the representation of mythical animals, characters and divinities that make up a rich iconographic corpus full of color and symbolism.","Los mantos funerarios de la cultura Paracas son un extraordinario soporte para la representación de animales míticos, personajes y divinidades que componen un rico corpus iconográfico lleno de color y simbolismo. ","In this temporary exhibition, Luis Miguel Rico has updated a selection of motifs that are shown printed on a large scale in order to enjoy the details, the rich color and the expressiveness of each representation. Accompanying this design work, the Museum of America exhibits a set of pieces of the Paracas culture, both ceramics and textiles, as well as its continuation in Nazca, which illustrate the complexity of this culture developed on the southern coast of Peru between 800 and 200 BC.","En esta exposición temporal, Luis Miguel Rico ha actualizado una selección de motivos que se muestran impresas a gran escala a fin de poder disfrutar de los detalles, el rico colorido y la expresividad de cada representación. Acompañando a este trabajo de diseño, el Museo de América expone un conjunto de piezas de la cultura Paracas, tanto de cerámica como textiles, así como su continuación en Nazca, que ilustran la complejidad de esta cultura desarrollada en la costa sur del Perú entre el 800 y el 200 a.C.",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/paracas--vientos-del-desierto--im-genes-de-los-antiguos-dioses-del-per-.html,"ceramics, textile, archeological pieces","clay, textile, wood, stone, gold","practical, artistic expression",offline,N/A
64,ESP,MDA,exhibition,17 Dec 2013,30 Nov 2014,2013,2014,Latin America,Peru,"Pachamama, los apus y “los dioses de los blancos”","The annual festive cycle of Peru is reproduced in the Museum of America through 9 temporary exhibitions dedicated to the main traditional festivals of Peru, coinciding with the dates of their celebration.","El ciclo festivo anual de Perú se reproduce en el Museo de América a través de 9 exposiciones temporales dedicadas a las principales fiestas tradicionales del Perú, coincidiendo con las fechas de celebración de las mismas.","Through the exhibition, documented in the chronicles and other historical documents, the thought regarding death in the Andean world is perfectly understood, as well as the different rites performed on November 1, 2 and 3, in which the Day of the Living, Day of the Dead and Day of the Skulls are celebrated.","A través de la exposición, documentada en las crónicas y otros documentos históricos, se comprende perfectamente el pensamiento referente a la muerte en el mundo andino, así como los diferentes ritos que realizan los días 1, 2 y 3 de noviembre, en los que se celebra el Día de los Vivos, Día de los Muertos y Día de las Calaveras.",,"Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/el-ciclo-festivo-anual-de-per-.html,ritual objects,"plumage, wood, paints, metals","artistic expression, spiritual, communication",offline,N/A
65,ESP,MDA,exhibition,4 Mar 2014,20 Mar 2014,2014,2014,Latin America,Latin America,"Los mayas, un pueblo vivo: biología y cultura en la sociedad maya actual","The exhibition and the lecture series ""The Mayans, a living people: biology and culture in the current Mayan society"" aim at an approach to reality of the current Mayan populations combining images and objects of everyday life, of their men and women with the contributions of national and international researchers who develop their work in these indigenous communities and among their emigrants.","La exposición y el ciclo de conferencias ""Los mayas, un pueblo vivo: biología y cultura en la sociedad maya actual"" pretenden un acercamiento a la realidad de las poblaciones mayas actuales combinando imágenes y objetos de la vida cotidiana, de sus hombres y mujeres con las aportaciones de investigadores nacionales e internacionales que desarrollan su trabajo en estas comunidades indígenas y entre sus emigrantes.","Exhibition of photographs, textiles and various materials on the contemporary Mayan world","Exposición de fotografías, textiles y diversos materiales sobre el mundo maya contemporáneo","Universidad de Loughborough (Reino Unido), Departamento de Biología de la Universidad Autónoma de Madrid","Portal de la transparencia, M16, Bono cultural",https://www.culturaydeporte.gob.es/museodeamerica/exposiciones/exp-temp-historico/biolog-a-maya.html,"visual art, textile","paper, textile",communication,offline,ЛОЖЬ
66,ESP,MNA,permanent exhibition,N/A,N/A,N/A,N/A,Latin America,"Peru, Ecuador, Brasil, Colombia, Venezuela",Colecciones americanas,"The Museum's American collections mostly correspond to pieces from different Amazonian cultures of Peru, Ecuador, Brazil, Colombia and Venezuela. The oldest are part of the collections collected by the Pacific Scientific Commission (1862-1865).","Las colecciones americanas del Museo corresponden en su mayoría a piezas de diferentes culturas amazónicas de Perú, Ecuador, Brasil, Colombia y Venezuela. Las más antiguas forman parte de las colecciones recogidas por la Comisión Científica del Pacífico (1862-1865).","The bulk of the Amazonian collections is made up of the collection collected by Captain Francisco Iglesias Brage between 1933 and 1934, mediator for the League of Nations in a border conflict between Peru and Colombia in the area known as the Leticia Triangle. The pieces of the Ticuna, cubeo, karajá or parintintin cultures stand out, among others. We found ornaments, masks, weapons, household equipment and musical instruments, as well as an interesting collection of shipibo ceramics.","El grueso de las colecciones amazónicas lo conforma la colección recogida por el capitán Francisco Iglesias Brage entre 1933 y 1934, mediador por la Sociedad de Naciones en un conflicto fronterizo entre Perú y Colombia en la zona conocida como Triángulo de Leticia. Destacan las piezas de las culturas ticuna, cubeo, karajá o parintintin, entre otras. Encontramos adornos, máscaras, armas, equipamiento doméstico e instrumentos musicales, así como una interesante colección de cerámica shipibo.",,"Portal de la transparencia, portal España es Cultura, Bono cultural",https://www.culturaydeporte.gob.es/mnantropologia/fondos/fondos-museogr-ficos-y-documentales/nuestra-coleccion/america.html,"visual art, ritual objects, armour, national crafts, musical artefacts, ceramics","paints, wood, textile, clay, stone, metal","spiritual, practical",offline,N/A
